,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,rho,Merr,Rerr,srho
36087,TOI-1803 c,TOI-1803,1,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ZINGALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...695A.273Z/abstract target=ref>Zingales et al. 2025</a>,12.885779,3.6e-05,-3.6e-05,0.0,0.097,0.002,-0.002,0.0,4.29,0.08,-0.08,0.0,0.38272882,0.00713713,-0.00713713,0.0,8.0,1.0,-2.0,0.0,0.02517081,0.00314635,-0.0062927,0.0,Mass,0.0,,,0.0,22.0,4.0,-4.0,0.0,588.0,10.0,-10.0,0.0,1,<a refstr=ZINGALES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...695A.273Z/abstract target=ref>Zingales et al. 2025</a>,,4687.0,65.0,-65.0,0.0,0.715,0.005,-0.005,0.0,0.756,0.05,-0.042,0.0,0.014,0.06,-0.06,0.0,[Fe/H],4.62,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m11.07s,178.0461054,+35d10m18.48s,35.1718001,119.24,0.951,-0.936,11.871,0.033,-0.033,9.658,0.019,-0.019,11.7705,0.000629,-0.000629,2025-05-13,2025-03,2025-05-13,0.5583026757656323,1.5,0.08,0.10924199816615719
36092,TOI-1807 b,TOI-1807,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,0.54937097,7.2e-07,-7.2e-07,0.0,0.0122,0.0002,-0.0002,0.0,1.49681583,0.08089145,-0.06779467,0.0,0.13353719,0.00721666,-0.00604825,0.0,2.44,0.6,-0.57,0.0,0.0076771,0.00188781,-0.00179342,0.0,Mass,0.0,,,0.0,,,,,1694.1,32.35,-32.47,0.0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4914.0,60.0,-58.0,0.0,0.746,0.0206,-0.0211,0.0,0.8048,0.0231,-0.0258,0.0,0.044,0.088,-0.095,0.0,[Fe/H],4.598,0.016,-0.024,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m07.83s,201.2826259,+38d55m20.52s,38.9223671,42.5775,0.0622,-0.062,10.0,0.03,-0.03,7.568,9.995,-9.995,9.67517,0.000292,-0.000292,2024-07-23,2024-06,2024-07-23,4.009002458954495,0.585,0.07434306,1.1316736427952443
36096,TOI-181 b,TOI-181,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..527M/abstract target=ref>Mistry et al. 2023</a>,4.532,2e-06,-2e-06,0.0,0.0539,0.0043,-0.0036,0.0,6.9559,0.087,-0.101,0.0,0.6339,0.0079,-0.0092,0.0,46.1687,2.71,-7.83,0.0,0.1452,0.0085,-0.024,0.0,Mass,0.1543,0.06,-0.03,0.0,102.43,15.52,-14.64,0.0,895.1,32.14,-33.86,0.0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..527M/abstract target=ref>Mistry et al. 2023</a>,K,4994.0,50.0,-50.0,0.0,0.745,0.024,-0.024,0.0,0.822,0.04,-0.04,0.0,0.272,0.08,-0.08,0.0,[M/H],4.608,0.035,-0.035,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h28m41.41s,352.1725409,-34d29m29.08s,-34.4914099,96.2338,0.5781,-0.5714,11.191,0.019,-0.019,9.047,0.021,-0.021,11.0857,0.000737,-0.000737,2023-03-15,2023-05,2023-03-15,0.7558563315789976,5.27,0.094,0.0915585978864456
36098,TOI-1811 b,TOI-1811,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.7130765,1.7e-06,-1.7e-06,0.0,0.04389,0.00058,-0.00055,0.0,11.14172682,0.28022452,-0.25780656,0.0,0.994,0.025,-0.023,0.0,308.9292116,24.15495893,-24.79061575,0.0,0.972,0.076,-0.078,0.0,Mass,0.052,0.062,-0.037,0.0,,,,,962.2,8.0,-7.9,0.0,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,4766.0,52.0,-54.0,0.0,0.769,0.019,-0.017,0.0,0.817,0.033,-0.03,0.0,0.306,0.076,-0.077,0.0,[Fe/H],4.579,0.022,-0.025,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h35m41.37s,188.9223576,+27d12m51.76s,27.2143766,128.23,0.711,-0.704,11.966,0.057,-0.057,9.643,0.025,-0.025,11.7574,0.000881,-0.000881,2023-03-15,2023-02,2023-03-15,1.2307024271567497,24.47278734,0.26901554,0.13210592245812328
36100,TOI-1820 b,TOI-1820,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,4.860674,5e-06,-5e-06,0.0,0.061,0.003,-0.003,0.0,12.778238,0.22417961,-0.22417961,0.0,1.14,0.02,-0.02,0.0,731.0053361,63.5656814,-63.5656814,0.0,2.3,0.2,-0.2,0.0,Mass,0.043,0.008,-0.008,0.0,,,,,1375.0,12.0,-12.0,0.0,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,5734.0,50.0,-50.0,0.0,1.51,0.06,-0.06,0.0,1.04,0.13,-0.13,0.0,0.14,0.15,-0.15,0.0,[Fe/H],4.24,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h30m44.81s,187.6867207,+27d27m07.21s,27.4520016,248.504,3.648,-3.546,10.899,0.011,-0.011,9.508,0.022,-0.022,10.9653,0.000864,-0.000864,2022-09-19,2022-04,2022-09-19,1.9304529785792093,63.5656814,0.22417961,0.19621912341693562
36102,TOI-1823 b,TOI-1823,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,38.8,0.01,-0.01,0.0,0.212,0.004,-0.004,0.0,7.5406241,0.33185186,-0.25202617,0.0,0.67273058,0.02960589,-0.02248431,0.0,67.4,8.1,-8.3,0.0,0.21206412,0.02548545,-0.02611472,0.0,Mass,0.0,,,0.0,,,,,423.63,10.44,-8.68,0.0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4927.0,58.0,-57.0,0.0,0.8049,0.0339,-0.0258,0.0,0.8414,0.0259,-0.0278,0.0,0.243,0.092,-0.088,0.0,[Fe/H],4.548,0.032,-0.046,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h04m52.73s,196.2197201,+63d45m11.74s,63.753261,71.6456,0.1151,-0.1148,10.728,0.01,-0.01,8.332,0.014,-0.014,10.3908,0.000375,-0.000375,2024-07-23,2024-06,2024-07-23,0.866143040432176,8.2,0.29193901499999997,0.14568614055877846
36104,TOI-1824 b,TOI-1824,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,22.808533,5.5e-05,-5.5e-05,0.0,0.151,0.003,-0.003,0.0,2.7438269,0.08672208,-0.07211466,0.0,0.24478826,0.00773684,-0.00643365,0.0,16.0,2.6,-2.6,0.0,0.05034163,0.00818051,-0.00818051,0.0,Mass,0.0,,,0.0,,,,,528.67,7.29,-7.1,0.0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5165.0,57.0,-57.0,0.0,0.8123,0.0121,-0.0105,0.0,0.8801,0.0193,-0.0222,0.0,0.124,0.056,-0.055,0.0,[Fe/H],4.562,0.014,-0.019,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h10m55.49s,197.7312286,+61d44m41.46s,61.7448492,59.4314,0.13,-0.1294,9.721,0.003,-0.003,7.757,0.018,-0.018,9.5075,0.000336,-0.000336,2024-07-23,2024-06,2024-07-23,4.267774389303108,2.6,0.07941837,0.7863163757865621
36106,TOI-1836 b,TOI-1836,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,20.380799,1.6e-05,-1.6e-05,0.0,0.1597,0.0031,-0.0032,0.0,8.00321222,0.3474784,-0.3474784,0.0,0.714,0.031,-0.031,0.0,38.45723725,9.2170238,-9.2170238,0.0,0.121,0.029,-0.029,0.0,Mass,0.0,,,0.0,,,,,966.0,31.0,-30.0,0.0,0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,,6380.0,150.0,-150.0,0.0,1.577,0.06,-0.06,0.0,1.307,0.077,-0.076,0.0,-0.101,0.079,-0.079,0.0,[Fe/H],4.159,0.039,-0.039,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h23m37.90s,245.9079242,+54d41m24.28s,54.6900774,191.649,0.929,-0.92,9.765,0.004,-0.004,8.531,0.018,-0.018,9.64482,0.000322,-0.000322,2025-03-03,2025-02,2025-03-03,0.41336783556411916,9.2170238,0.3474784,0.11275704822187049
36113,TOI-1842 b,TOI-1842,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.5739181,9.9e-06,-9.9e-06,0.0,0.1,0.002,-0.002,0.0,12.3485023,0.27917829,-0.2943366,0.0,1.10166148,0.02490666,-0.026259,0.0,89.4,7.8,-7.8,0.0,0.28128386,0.02454154,-0.02454154,0.0,Mass,0.276,0.064,-0.064,0.0,,,,,1199.55,21.83,-21.83,0.0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6039.0,93.0,-89.0,0.0,2.032,0.037,-0.0401,0.0,1.4643,0.0292,-0.0362,0.0,0.332,0.06,-0.06,0.0,[Fe/H],3.986,0.018,-0.021,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h27m51.04s,201.9626552,+09d01m50.32s,9.0306437,223.465,2.26,-2.216,9.815,0.004,-0.004,8.446,0.021,-0.021,9.65981,0.000247,-0.000247,2024-07-23,2024-06,2024-07-23,0.26160513037906596,7.8,0.286757445,0.029208115019192713
36118,TOI-1853 b,TOI-1853,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NAPONIELLO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230901464N/abstract target=ref>Naponiello et al. 2023</a>,1.2436258,1.5e-06,-1.5e-06,0.0,0.0213,0.0005,-0.0005,0.0,3.46,0.08,-0.08,0.0,0.30868106,0.00713713,-0.00713713,0.0,73.2,2.7,-2.7,0.0,0.23031296,0.00849515,-0.00849515,0.0,Mass,0.03,,,1.0,,,,,1479.0,25.0,-25.0,0.0,0,<a refstr=NAPONIELLO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230901464N/abstract target=ref>Naponiello et al. 2023</a>,K2.5 V,4985.0,70.0,-70.0,0.0,0.808,0.013,-0.013,0.0,0.837,0.039,-0.039,0.0,0.11,0.08,-0.08,0.0,[Fe/H],4.49,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h05m50.24s,211.4593468,+16d59m32.53s,16.9923703,165.105,1.006,-0.994,12.178,0.028,-0.028,10.055,0.019,-0.019,11.9474,0.000301,-0.000301,2023-09-19,2023-09,2023-09-19,9.737206571931221,2.7,0.08,0.7649694941174098
36119,TOI-1855 b,TOI-1855,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,1.36414864,5.1e-07,-5.1e-07,0.0,0.02398,0.00046,-0.00037,0.0,18.49481816,5.82866996,-4.14732286,0.0,1.65,0.52,-0.37,0.0,360.09958513,30.51152707,-28.92238504,0.0,1.133,0.096,-0.091,0.0,Mass,0.033,0.038,-0.023,0.0,,,,,1701.0,20.0,-20.0,0.0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,5359.0,89.0,-83.0,0.0,1.041,0.031,-0.033,0.0,0.987,0.058,-0.045,0.0,0.399,0.069,-0.079,0.0,[Fe/H],4.397,0.04,-0.031,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h41m24.95s,205.3539534,+17d41m12.74s,17.6868719,176.833,1.186,-1.17,11.197,0.016,-0.016,9.523,0.016,-0.016,11.1611,0.001582,-0.001582,2024-07-23,2024-07,2024-07-23,0.31363463967877786,29.716956055,4.98799641,0.2550754783616707
36128,TOI-1898 b,TOI-1898,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,45.52234,6.1e-05,-6.1e-05,0.0,0.269,0.005,-0.005,0.0,9.39553231,0.2342915,-0.30913881,0.0,0.83821469,0.02090212,-0.02757956,0.0,129.0,7.0,-8.0,0.0,0.40587939,0.02202446,-0.02517081,0.0,Mass,0.485,0.039,-0.039,0.0,,,,,674.54,11.56,-11.76,0.0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6241.0,88.0,-85.0,0.0,1.6131,0.0292,-0.0312,0.0,1.2484,0.0261,-0.0375,0.0,-0.095,0.059,-0.071,0.0,[Fe/H],4.116,0.019,-0.022,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h38m13.27s,144.5553,+23d32m48.29s,23.5467464,79.6682,0.4423,-0.4377,7.87,0.03,-0.03,6.663,0.023,-0.023,7.748,0.000309,-0.000309,2024-07-23,2024-06,2024-07-23,0.8569927305681265,7.5,0.271715155,0.08950262990409802
36131,TOI-1899 b,TOI-1899,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...90L/abstract target=ref>Lin et al. 2023</a>,29.090312,3.6e-05,-3.5e-05,0.0,0.1525,0.0065,-0.006,0.0,11.09689089,0.33626942,-0.33626942,0.0,0.99,0.03,-0.03,0.0,212.94503269,12.71313628,-12.71313628,0.0,0.67,0.04,-0.04,0.0,Mass,0.044,0.029,-0.027,0.0,3.4,0.3,-0.2,0.0,378.0,8.0,-7.0,0.0,0,<a refstr=LIN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...90L/abstract target=ref>Lin et al. 2023</a>,,3926.0,45.0,-47.0,0.0,0.607,0.017,-0.016,0.0,0.632,0.026,-0.025,0.0,0.28,0.11,-0.11,0.0,[Fe/H],4.672,0.021,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h57m42.44s,299.4268472,+40d08m36.05s,40.1433462,128.438,0.25,-0.25,14.88,0.2,-0.2,10.509,0.018,-0.018,13.5553,0.000422,-0.000422,2024-04-15,2023-09,2024-04-15,0.8586480048307512,12.71313628,0.33626942,0.09338653085915827
36132,TOI-1937 A b,TOI-1937 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.94667944,4.7e-07,-4.7e-07,0.0,0.01932,0.00035,-0.00039,0.0,13.97759893,0.66132986,-0.6949568,0.0,1.247,0.059,-0.062,0.0,638.83509807,54.03082919,-50.85254512,0.0,2.01,0.17,-0.16,0.0,Mass,0.0,,,0.0,3230.0,220.0,-213.0,0.0,2097.0,35.0,-36.0,0.0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5814.0,91.0,-93.0,0.0,1.08,0.025,-0.024,0.0,1.072,0.059,-0.064,0.0,0.196,0.084,-0.084,0.0,[Fe/H],4.401,0.026,-0.029,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h45m28.97s,116.3707214,-52d22m59.73s,-52.3832587,415.135,2.929,-2.889,13.18,0.103,-0.103,11.226,0.021,-0.021,13.0168,0.000741,-0.000741,2025-04-07,2023-03,2025-04-07,1.2889695061029427,52.441687155,0.67814333,0.21539023137732652
36137,TOI-199 b,TOI-199,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,104.854,0.001,-0.002,0.0,0.4254,0.002,-0.002,0.0,9.07927437,0.0560449,-0.0560449,0.0,0.81,0.005,-0.005,0.0,54.03082919,6.35656814,-6.35656814,0.0,0.17,0.02,-0.02,0.0,Mass,0.09,0.01,-0.02,0.0,,,,,,,,,1,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,G9 V,5255.0,12.0,-10.0,0.0,0.82,0.003,-0.003,0.0,0.936,0.003,-0.005,0.0,0.22,0.03,-0.03,0.0,[Fe/H],4.582,0.003,-0.006,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h20m25.41s,80.1058735,-59d53m43.56s,-59.8954326,102.27,0.191,-0.19,10.701,0.008,-0.008,8.814,0.021,-0.021,10.5784,0.000317,-0.000317,2023-10-09,2023-09,2023-10-09,0.3977771301985762,6.35656814,0.0560449,0.04737351265977318
36140,TOI-1994 b,TOI-1994,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PAGE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..109P/abstract target=ref>Page et al. 2024</a>,4.0337142,5.1e-06,-5.1e-06,0.0,0.0613,0.0019,-0.0019,0.0,13.67495645,0.91913642,-0.79583763,0.0,1.22,0.082,-0.071,0.0,7024.0077947,826.3538582,-794.5710175,0.0,22.1,2.6,-2.5,0.0,Mass,0.341,0.054,-0.059,0.0,,,,,2290.0,170.0,-110.0,0.0,0,<a refstr=PAGE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..109P/abstract target=ref>Page et al. 2024</a>,,7700.0,720.0,-410.0,0.0,2.3,0.13,-0.12,0.0,1.86,0.18,-0.17,0.0,-0.01,0.3,-0.42,0.0,[Fe/H],3.982,0.067,-0.065,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h48m41.90s,147.1745753,-51d45m23.63s,-51.756564,515.603,9.199,-8.889,10.514,0.006,-0.006,9.775,0.021,-0.021,10.428,0.000373,-0.000373,2024-03-10,2024-03,2024-03-10,15.13417417748554,810.46243785,0.857487025,3.339847547605264
36141,TOI-2000 b,TOI-2000,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,3.09833,2.1e-05,-1.9e-05,0.0,0.04271,0.00076,-0.00067,0.0,2.7,0.15,-0.15,0.0,0.241,0.014,-0.014,0.0,11.0,2.4,-2.4,0.0,0.0347,0.0077,-0.0075,0.0,Mass,0.0,,,0.0,628.0,48.0,-43.0,0.0,1488.0,122.0,-160.0,0.0,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,,5611.0,85.0,-82.0,0.0,1.134,0.037,-0.036,0.0,1.082,0.059,-0.05,0.0,0.439,0.041,-0.043,0.0,[Fe/H],4.363,0.034,-0.032,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h45m35.30s,146.3970631,-66d41m11.87s,-66.6866307,175.713,0.76,-0.754,10.984,0.012,-0.012,9.303001,0.021,-0.021,10.8542,0.000316,-0.000316,2023-06-27,2023-06,2023-06-27,3.0793070162068785,2.4,0.15,0.8454427018058236
36144,TOI-2000 c,TOI-2000,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,9.127055,7.3e-06,-7.2e-06,0.0,0.0878,0.0016,-0.0014,0.0,8.14,0.31,-0.3,0.0,0.727,0.028,-0.027,0.0,81.7,4.7,-4.6,0.0,0.257,0.015,-0.014,0.0,Mass,0.063,0.023,-0.022,0.0,149.0,12.0,-10.0,0.0,1038.0,84.0,-111.0,0.0,0,<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,,5611.0,85.0,-82.0,0.0,1.134,0.037,-0.036,0.0,1.082,0.059,-0.05,0.0,0.439,0.041,-0.043,0.0,[Fe/H],4.363,0.034,-0.032,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h45m35.30s,146.3970631,-66d41m11.87s,-66.6866307,175.713,0.76,-0.754,10.984,0.012,-0.012,9.303001,0.021,-0.021,10.8542,0.000316,-0.000316,2023-06-27,2023-06,2023-06-27,0.8346423952615354,4.65,0.305,0.10516132083943369
36148,TOI-201 b,TOI-201,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MACIEJEWSKI__AMP_AMP___AMP__321_OBODA_2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250711504M/abstract target=ref>Maciejewski &amp; &#321;oboda 2025</a>,52.977946,3.1e-05,-4e-05,0.0,0.3026,0.0021,-0.0021,0.0,11.82547464,0.15692573,-0.10088083,0.0,1.055,0.014,-0.009,0.0,184.34047606,22.24798849,-19.38753283,0.0,0.58,0.07,-0.061,0.0,Mass,0.318,0.02,-0.022,0.0,,,,,,,,,1,<a refstr=MACIEJEWSKI__AMP_AMP___AMP__321_OBODA_2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250711504M/abstract target=ref>Maciejewski &amp; &#321;oboda 2025</a>,F6 V,,,,,1.339,0.017,-0.011,0.0,1.316,0.027,-0.027,0.0,0.24,0.036,-0.036,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h49m36.43s,87.4017825,-54d54m37.52s,-54.910423,113.825,0.347,-0.345,9.07,0.03,-0.03,7.846,0.024,-0.024,8.94004,0.000207,-0.000207,2025-08-07,2025-07,2025-08-07,0.6142095437766028,20.81776066,0.12890328,0.07221286857602086
